Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821668979913466320,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-08,"""This is the most fun I've had in a very long time.""Stephen Curry reflects on Team USA's comeback win after his phenomenal performance. #ParisOlympics",,https://twitter.com/NBCOlympics/status/1821668979913466320,False,45,741,5.8K,339K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/travismillerx13/status/1821654463029112900,Travis Miller,https://twitter.com/travismillerx13,2024-08-08,For everyone wondering what the track and field Olympic medal count looks like  #ParisOlympics,https://pbs.twimg.com/media/GUfQi0cWUAE3Hml?format=jpg&name=small,https://twitter.com/travismillerx13/status/1821654463029112900,False,149,3.3K,19K,829K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821630990659313839,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-08,There’s NO catching Sydney McLaughlin-Levrone!She adds ANOTHER 400m hurdles gold medal and WORLD RECORD to her collection. #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821630990659313839,False,282,6.2K,21K,1.4M
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821284899392803205,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-07,Quincy Hall’s effort down the stretch to win Olympic gold deserves its own medal.  #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821284899392803205,False,325,2.9K,22K,2.2M
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/NBCOlympics/status/1821640565785563588,NBC Olympics & ParalympicsReload,https://twitter.com/NBCOlympics,2024-08-08,The jump that won Tara Davis-Woodhall her FIRST Olympic long jump GOLD MEDAL.  #ParisOlympics,,https://twitter.com/NBCOlympics/status/1821640565785563588,False,51,1.5K,13K,549K
TopPost,#parisolympics,https://twitter.com/search?q=#parisolympics&src=typed_query&f=top,https://twitter.com/TeamUSA/status/1821647406565618084,Team USA,https://twitter.com/TeamUSA,2024-08-08,The Cowgirl & The Queen.#ParisOlympics,https://pbs.twimg.com/media/GUfKqFvWAAA5AkY?format=jpg&name=small,https://twitter.com/TeamUSA/status/1821647406565618084,False,106,2.7K,27K,486K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821667752739996061,USA Basketball,https://twitter.com/usabasketball,2024-08-08,Olympic Legends. #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfcvY8bYAA0fD6?format=jpg&name=small,https://twitter.com/usabasketball/status/1821667752739996061,False,222,7.4K,51K,2.7M
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/canlesofficial/status/1821093676556112048/,Canles,https://twitter.com/canlesofficial,,"We've created footwear that not only feels incredible but also improves your overall well-being. Our shoes offer exceptional flexibility, a close-to-ground feel and ample toe space, allowing your feet to move freely and naturally.",,https://twitter.com/canlesofficial/status/1821093676556112048/,True,,,2,32K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/FIBA/status/1821660585047507285,FIBA,https://twitter.com/FIBA,,Everyone is watching the ball. Except for him.#Paris2024 x #Basketball,https://pbs.twimg.com/media/GUfWSPCXcAAWmGV?format=jpg&name=small,https://twitter.com/FIBA/status/1821660585047507285,False,88,2.7K,13K,368K
TopPost,#paris2024,https://twitter.com/search?q=#paris2024&src=typed_query&f=top,https://twitter.com/usabasketball/status/1821655924056244504,USA Basketball,https://twitter.com/usabasketball,2024-08-08,WHAT A TIME TO BE ALIVE.  #USABMNT #Paris2024 #Basketball,https://pbs.twimg.com/media/GUfSJP7aUAATuB1?format=jpg&name=360x360;https://pbs.twimg.com/media/GUfSKPma8AAk3Jk?format=jpg&name=small,https://twitter.com/usabasketball/status/1821655924056244504,False,199,4.4K,27K,863K
